"","urbrur","hhsize","statocc","rooms","bedrooms","floor","walls","roof","electricity","cook_fuel","phone","cell","car","bicycle","motorcycle","refrigerator","tv","radio","bank","exp_01","exp_02","exp_03","exp_04","exp_05","exp_06","exp_07","exp_08","exp_09","exp_10","exp_11","exp_12"
"1453","Rural",3,"Owned",3,2,"Earth","Concrete","Wood","Yes","Petroleum","No","No","No","No","No","No","No","No","No",1523,40,192,920,252,75,107,30,42,63,208,105
"1454","Rural",4,"Owned",3,3,"Earth","Adobe","Metal","No","Coal","No","No","No","No","No","No","No","No","No",2947,133,267,529,217,60,122,25,44,136,146,123
"1455","Rural",5,"Owned",2,2,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",3948,39,266,933,312,65,195,14,36,119,401,301
"1456","Rural",5,"Free",5,3,"Cement","Adobe","Metal","No","Wood","No","Yes","Yes","No","No","No","Yes","No","Yes",3656,134,575,699,392,98,2552,380,147,459,189,411
"1457","Rural",3,"Owned",3,3,"Earth","Wood","Thatch","Yes","Wood","No","No","No","No","Yes","Yes","Yes","No","No",4265,167,263,1613,242,133,424,47,166,43,111,357
"1458","Rural",4,"Owned",3,3,"Earth","Wood","Thatch","No","Other","No","Yes","No","Yes","No","No","No","Yes","No",4122,299,324,612,241,127,354,87,69,61,92,198
"1459","Rural",3,"Owned",2,1,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","Yes","No",2615,166,211,248,215,40,112,47,39,56,89,79
"1460","Rural",2,"Owned",2,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","No","No","Yes",2253,45,672,2847,377,178,723,906,243,358,633,573
"1461","Rural",3,"Owned",3,2,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","Yes","No","No","Yes","Yes","No",3098,75,554,2507,230,158,380,190,120,344,268,501
"1462","Rural",5,"Owned",1,1,"Earth","Brick","Concrete","No","Wood","No","No","No","Yes","No","No","No","No","No",2800,245,353,1134,242,70,156,14,63,234,96,218
"1463","Rural",4,"Owned",2,1,"Cement","Wood","Metal","Yes","Wood","No","No","No","No","Yes","No","Yes","Yes","No",5636,154,234,1203,219,104,620,31,177,84,228,129
"1464","Rural",2,"Free",1,1,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","No","Yes",1876,30,288,2496,184,121,1081,126,58,70,187,474
"1465","Rural",3,"Owned",1,1,"Earth","Wood","Metal","Yes","Wood","No","Yes","No","No","No","No","No","Yes","No",4072,70,226,926,334,84,248,200,109,50,450,233
"1466","Rural",2,"Owned",2,1,"Cement","Adobe","Metal","Yes","Wood","Yes","Yes","No","No","No","Yes","Yes","No","No",3443,61,554,884,469,93,387,476,144,270,313,416
"1467","Rural",2,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","No","Yes","Yes","Yes",1935,63,527,2067,214,140,628,753,140,171,535,438
"1468","Rural",4,"Owned",2,1,"Earth","Wood","Metal","Yes","Wood","No","Yes","No","No","No","No","No","Yes","No",4452,107,271,594,267,221,389,84,228,47,120,94
"1469","Rural",5,"Owned",4,1,"Earth","Brick","Metal","Yes","Other","No","No","Yes","No","No","No","No","No","No",2156,20,351,1057,225,325,598,43,63,345,43,294
"1470","Rural",4,"Owned",2,1,"Earth","Wood","Scrap","Yes","Wood","No","Yes","No","No","No","No","No","Yes","No",3817,54,512,1284,272,144,263,115,101,295,312,293
"1471","Rural",2,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","No","Yes","Yes",2829,66,523,3095,169,174,552,331,104,197,227,617
"1472","Rural",1,"Free",1,1,"Earth","Brick","Concrete","Yes","Wood","No","No","No","No","No","Yes","No","Yes","No",871,33,121,2139,102,43,85,42,18,11,196,163
"1473","Rural",5,"Owned",2,1,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","No","No","Yes","Yes","No",4565,68,209,1015,389,68,245,25,91,95,469,204
"1474","Rural",4,"Owned",2,1,"Earth","Wood","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",5717,276,321,1075,304,95,322,17,67,92,185,180
"1475","Rural",4,"Owned",2,2,"Other","Brick","Concrete","Yes","Wood","No","Yes","No","No","Yes","Yes","No","Yes","No",3052,27,675,3282,325,189,623,293,150,444,306,1000
"1476","Urban",4,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3512,43,846,3752,401,347,693,489,343,1103,237,900
"1477","Urban",4,"Owned",4,3,"Cement","Brick","Slate","Yes","Gas","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",4305,118,1093,4842,603,410,3279,801,483,1236,534,1147
"1478","Rural",1,"Owned",2,1,"Cement","Brick","Slate","Yes","Coal","No","No","No","No","No","Yes","No","No","No",972,24,52,1860,79,35,67,15,14,9,89,115
"1479","Rural",6,"Owned",2,1,"Earth","Brick","Metal","No","Other","No","No","No","No","No","No","No","Yes","No",2685,367,259,490,366,124,140,12,44,61,59,106
"1480","Rural",2,"Owned",3,2,"Earth","Wood","Other","No","Wood","No","Yes","No","Yes","No","Yes","Yes","Yes","No",4093,181,202,1432,422,117,351,218,79,20,121,304
"1481","Urban",5,"Rented",2,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2823,31,939,3021,435,324,1832,525,348,1301,449,803
"1482","Rural",8,"Owned",1,1,"Earth","Wood","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",9582,116,162,1268,144,122,301,21,74,27,58,43
"1483","Urban",3,"Owned",7,3,"Other","Concrete","Concrete","Yes","Electricity","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes",6626,68,1480,7079,3394,1096,10554,990,3533,728,106,2036
"1484","Rural",8,"Owned",2,1,"Earth","Adobe","Scrap","Yes","Wood","No","No","No","No","No","No","No","Yes","No",4197,146,511,409,378,193,176,11,57,211,80,154
"1485","Rural",1,"Owned",2,1,"Cement","Concrete","Other","Yes","Wood","No","No","No","No","No","Yes","Yes","Yes","No",1880,8,153,962,615,101,166,62,136,16,38,200
"1486","Rural",8,"Owned",3,2,"Earth","Brick","Metal","No","Wood","No","No","No","Yes","No","No","No","Yes","No",6204,540,429,1149,323,209,432,16,124,177,77,246
"1487","Urban",5,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",6501,95,1643,7934,1245,934,4920,2289,987,2203,767,1772
"1488","Rural",1,"Owned",3,2,"Cement","Brick","Concrete","Yes","Other","No","No","No","No","No","No","No","No","No",466,6,81,1517,52,42,66,47,11,9,114,109
"1489","Urban",4,"Free",7,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",7898,160,3008,14389,3772,1311,8199,3731,2517,6023,1421,2894
"1490","Rural",9,"Owned",3,2,"Earth","Concrete","Other","Yes","Wood","No","Yes","No","Yes","No","No","Yes","Yes","No",8024,99,840,974,959,478,721,239,497,449,361,322
"1491","Rural",3,"Free",3,2,"Cement","Brick","Metal","Yes","Coal","No","Yes","No","No","No","No","No","Yes","No",3941,76,256,1906,187,99,324,82,102,87,274,209
"1492","Rural",7,"Owned",2,1,"Earth","Cardboard","Scrap","No","Wood","No","Yes","No","No","No","No","No","No","No",6704,234,509,499,468,118,292,234,109,171,160,159
"1493","Rural",8,"Owned",3,3,"Cement","Adobe","Metal","Yes","Wood","No","No","No","No","No","Yes","No","No","No",4066,24,573,2200,310,162,177,34,45,370,182,413
"1494","Rural",7,"Owned",2,1,"Earth","Brick","Metal","No","Wood","No","Yes","No","No","No","No","No","Yes","No",4577,213,210,391,191,76,407,91,115,85,96,77
"1495","Rural",8,"Owned",2,2,"Earth","Wood","Thatch","No","Wood","No","Yes","No","No","No","No","No","No","No",10223,143,254,795,211,155,575,126,157,48,79,66
"1496","Rural",7,"Owned",2,1,"Earth","Wood","Thatch","No","Other","No","Yes","No","No","No","No","No","No","No",6308,156,451,539,336,361,289,52,53,57,74,159
"1497","Rural",9,"Owned",2,2,"Earth","Wood","Metal","No","Wood","No","Yes","No","No","No","No","No","Yes","No",6547,183,476,1246,403,158,473,201,193,221,427,215
"1498","Rural",5,"Owned",1,1,"Earth","Metal","Metal","No","Other","No","Yes","No","No","No","No","No","No","No",4461,76,388,548,343,171,161,62,43,61,136,131
"1499","Rural",2,"Owned",3,1,"Cement","Brick","Concrete","Yes","Other","No","Yes","No","No","No","Yes","Yes","No","No",1918,8,322,2801,313,221,373,323,109,73,90,556
"1500","Rural",2,"Owned",2,1,"Cement","Adobe","Slate","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2564,26,340,791,398,113,261,170,145,46,44,280
"1501","Rural",7,"Owned",1,1,"Earth","Brick","Metal","No","Wood","No","Yes","No","No","No","No","No","Yes","No",4152,182,202,374,172,92,359,80,82,35,84,73
"1502","Urban",5,"Owned",4,3,"Other","Brick","Other","Yes","Gas","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes",4334,74,989,4234,543,363,916,937,382,1139,415,916
"1503","Rural",8,"Owned",2,1,"Earth","Adobe","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",3739,143,491,325,284,164,229,17,77,177,82,144
"1504","Rural",2,"Owned",2,1,"Cement","Brick","Slate","Yes","Coal","Yes","No","No","No","No","Yes","Yes","Yes","No",2081,31,84,2334,125,63,163,65,46,13,128,167
"1505","Urban",4,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3410,51,1194,4457,690,445,2696,760,553,1735,559,1064
"1506","Rural",1,"Owned",2,1,"Other","Brick","Metal","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2115,23,240,4559,593,151,691,364,71,62,333,476
"1507","Urban",5,"Owned",3,3,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2893,35,870,3098,272,251,584,379,232,1033,341,819
"1508","Rural",2,"Owned",3,2,"Earth","Adobe","Metal","Yes","Wood","Yes","No","No","No","No","Yes","Yes","Yes","No",2745,25,242,995,722,219,299,162,349,34,32,258
"1509","Rural",8,"Owned",3,2,"Earth","Brick","Thatch","Yes","Wood","No","No","No","No","No","No","Yes","Yes","No",5115,209,250,1008,177,177,220,12,102,61,74,129
"1510","Rural",2,"Owned",4,2,"Cement","Brick","Concrete","Yes","Wood","No","No","No","No","Yes","Yes","Yes","No","No",2287,54,357,3418,143,90,288,76,63,162,126,511
"1511","Urban",3,"Free",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3175,53,1044,5097,1203,438,3183,1330,719,1251,756,1089
"1512","Rural",3,"Owned",3,2,"Cement","Brick","Metal","Yes","Electricity","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2497,41,372,2717,245,135,257,199,65,79,116,635
"1513","Urban",4,"Owned",4,3,"Other","Brick","Slate","Yes","Gas","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3784,68,1166,4559,755,325,2343,765,463,1938,795,1050
"1514","Rural",8,"Owned",4,3,"Earth","Adobe","Thatch","No","Other","No","No","No","No","No","No","No","Yes","No",3161,307,369,362,289,113,130,13,35,44,39,81
"1515","Rural",2,"Free",4,2,"Cement","Brick","Concrete","Yes","Wood","No","No","No","No","No","No","No","Yes","No",1508,11,129,2390,62,93,109,23,12,23,26,191
"1516","Urban",3,"Owned",4,2,"Cement","Adobe","Concrete","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",4699,37,788,2645,2365,716,1398,225,1652,405,45,838
"1517","Rural",9,"Owned",2,1,"Earth","Adobe","Scrap","No","Other","No","No","No","No","No","No","No","Yes","No",3832,219,532,294,445,142,145,8,39,115,49,92
"1518","Urban",4,"Owned",2,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2424,27,790,2602,257,200,501,342,226,892,322,706
"1519","Rural",2,"Owned",4,1,"Earth","Brick","Concrete","Yes","Wood","No","Yes","No","No","No","No","No","No","No",1398,16,200,2265,128,146,226,225,54,55,102,318
"1520","Rural",9,"Owned",3,0,"Cement","Stone","Metal","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",5068,167,697,651,326,102,483,181,135,333,350,318
"1521","Rural",6,"Owned",5,3,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","No","Yes","Yes","Yes","No",6160,200,349,2471,395,200,702,48,179,146,153,296
"1522","Rural",6,"Owned",3,2,"Cement","Brick","Concrete","Yes","Wood","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",4132,56,686,4317,439,289,1647,293,171,395,382,1176
"1523","Rural",2,"Owned",2,1,"Cement","Brick","Concrete","Yes","Wood","No","No","No","No","No","No","Yes","Yes","No",1568,17,170,2206,64,80,134,29,22,58,105,318
"1524","Rural",8,"Owned",3,3,"Cement","Adobe","Scrap","No","Wood","Yes","Yes","No","Yes","No","No","No","Yes","No",6062,243,690,405,473,90,535,328,153,341,245,259
"1525","Urban",4,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",4951,86,1559,8224,1556,746,5112,2154,1095,2080,865,1632
"1526","Rural",6,"Owned",4,2,"Earth","Concrete","Metal","Yes","Wood","No","No","No","No","No","No","No","No","No",5409,85,322,1034,546,236,226,22,139,91,137,169
"1527","Rural",2,"Owned",3,1,"Cement","Brick","Thatch","Yes","Coal","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3335,62,207,2208,174,79,388,92,100,38,227,218
"1528","Rural",6,"Owned",3,1,"Earth","Adobe","Thatch","Yes","Wood","No","No","No","No","No","No","No","No","No",3339,59,276,474,235,175,120,6,26,55,29,114
"1529","Rural",6,"Owned",2,1,"Earth","Adobe","Metal","Yes","Wood","No","Yes","No","Yes","No","No","No","No","No",4138,135,394,330,304,131,240,207,96,84,106,143
"1530","Rural",8,"Owned",4,4,"Earth","Brick","Metal","No","Other","No","No","No","Yes","No","No","No","Yes","No",4125,765,485,883,650,178,260,29,89,126,69,208
"1531","Urban",4,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",4424,74,1394,6165,916,480,1513,1554,803,2286,660,1219
"1532","Rural",8,"Owned",3,1,"Cement","Wood","Metal","No","Wood","No","Yes","No","No","No","No","No","No","No",6849,252,424,494,266,109,1073,269,202,143,133,108
"1533","Rural",7,"Owned",3,2,"Earth","Brick","Metal","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",4500,328,298,508,278,118,390,126,133,66,80,122
"1534","Urban",4,"Owned",4,3,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3034,51,883,4184,334,310,964,604,344,720,374,887
"1535","Rural",6,"Owned",1,1,"Earth","Adobe","Metal","No","Other","No","No","No","No","No","No","No","No","No",3583,110,359,357,317,137,108,9,27,60,77,70
"1536","Rural",8,"Owned",2,1,"Earth","Wood","Metal","No","Coal","No","Yes","No","No","No","No","No","Yes","No",5994,174,486,951,352,152,505,211,220,221,399,162
"1537","Urban",5,"Rented",3,2,"Other","Concrete","Concrete","Yes","Gas","Yes","No","No","No","Yes","Yes","Yes","No","No",6278,29,649,3691,1015,253,468,860,400,1063,966,718
"1538","Rural",6,"Owned",4,2,"Earth","Brick","Metal","Yes","Wood","No","No","No","No","No","Yes","No","Yes","No",5283,146,445,3180,466,336,383,55,89,178,78,1209
"1539","Rural",6,"Owned",3,2,"Earth","Wood","Thatch","No","Other","No","No","No","No","No","No","No","No","No",5388,263,302,482,365,246,164,8,15,28,36,92
"1540","Rural",8,"Owned",4,3,"Cement","Wood","Thatch","No","Wood","No","Yes","No","No","No","No","No","No","No",8071,308,570,624,417,139,800,322,208,178,149,173
"1541","Rural",6,"Owned",4,3,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","No","No","No","No","Yes","No",2289,25,507,2263,146,184,273,183,100,447,126,639
"1542","Rural",6,"Owned",2,1,"Earth","Adobe","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",5422,81,554,908,476,133,275,47,103,266,412,325
"1543","Urban",3,"Owned",6,2,"Other","Brick","Concrete","Yes","Wood","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2889,62,882,4411,625,217,1902,453,334,1116,720,959
"1544","Rural",7,"Owned",1,1,"Earth","Wood","Metal","No","Wood","No","Yes","No","No","No","No","No","No","No",3829,25,355,1068,402,53,132,110,44,72,937,277
"1545","Rural",2,"Owned",3,2,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","No","No","Yes","Yes","No","No",1741,19,176,2609,135,113,199,162,30,35,83,362
"1546","Rural",1,"Owned",2,1,"Cement","Brick","Concrete","Yes","Other","No","No","No","No","No","No","Yes","Yes","No",533,6,98,1626,66,44,96,72,20,9,132,151
"1547","Urban",4,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",4595,58,1271,5363,1002,650,3099,1633,756,2005,509,1400
"1548","Rural",1,"Owned",4,1,"Cement","Adobe","Metal","Yes","Coal","No","No","Yes","No","No","Yes","Yes","Yes","Yes",747,35,154,918,254,39,3672,105,153,23,145,273
"1549","Rural",11,"Owned",9,4,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",10269,143,2819,10481,1903,1501,8143,3336,1159,2935,903,3188
"1550","Rural",2,"Owned",4,2,"Cement","Adobe","Metal","Yes","Coal","No","No","No","No","Yes","Yes","Yes","No","No",3228,29,454,1816,1271,251,729,92,786,77,25,430
"1551","Urban",5,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",6184,92,1583,7819,1275,902,4949,2260,982,1950,765,1763
"1552","Rural",9,"Owned",3,3,"Cement","Adobe","Thatch","No","Wood","No","Yes","No","Yes","No","No","Yes","Yes","Yes",6544,251,726,446,583,103,630,443,211,345,328,324
"1553","Rural",1,"Owned",1,1,"Cement","Wood","Metal","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2532,62,248,1641,423,139,2681,397,153,45,384,497
"1554","Rural",6,"Owned",3,2,"Cement","Brick","Metal","Yes","Wood","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",12743,296,846,4291,947,307,2373,381,583,259,919,709
"1555","Rural",1,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","No","Yes","No","No",586,12,66,1586,36,47,83,30,11,6,67,92
"1556","Rural",8,"Owned",1,1,"Earth","Brick","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",7879,307,258,1167,230,105,248,18,70,71,70,84
"1557","Urban",3,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","Yes","Yes",2375,37,654,3793,423,267,1847,373,308,667,324,706
"1558","Rural",2,"Owned",3,2,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","No","No","Yes","Yes","No",1507,24,62,2061,65,76,80,20,11,5,31,187
"1559","Urban",3,"Owned",3,2,"Other","Brick","Concrete","Yes","Petroleum","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",2705,71,1078,5186,1157,322,2964,985,691,1261,956,1103
"1560","Rural",7,"Free",2,2,"Cement","Brick","Other","Yes","Petroleum","No","Yes","No","No","No","No","Yes","No","No",6200,280,875,1768,461,313,692,366,464,670,553,338
"1561","Rural",7,"Owned",3,3,"Cement","Brick","Concrete","Yes","Wood","No","No","No","No","No","Yes","Yes","Yes","No",3642,100,594,2903,219,142,452,54,132,473,180,779
"1562","Rural",7,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","Yes","No",3134,171,350,288,252,61,172,52,63,126,130,126
"1563","Urban",5,"Owned",3,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","No","Yes","Yes","Yes",4324,60,1019,4010,335,417,838,815,303,1359,386,880
"1564","Rural",5,"Owned",4,2,"Earth","Wood","Wood","Yes","Wood","No","Yes","No","No","No","Yes","No","Yes","No",7267,319,398,2102,701,312,505,290,274,72,358,361
"1565","Urban",3,"Owned",3,2,"Cement","Brick","Other","Yes","Electricity","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4563,172,1987,9203,1572,428,4185,1530,1237,1888,1200,3358
"1566","Rural",8,"Owned",3,2,"Cement","Adobe","Metal","Yes","Wood","No","Yes","No","No","No","No","No","No","No",4818,132,519,308,378,92,410,334,151,367,246,230
"1567","Urban",4,"Rented",4,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5764,84,1530,6536,1154,776,4133,1880,924,2410,615,1613
"1568","Rural",7,"Owned",1,1,"Cement","Wood","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",6865,143,389,1098,375,149,563,27,150,378,736,186
"1569","Rural",7,"Owned",4,3,"Earth","Brick","Metal","Yes","Wood","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",6346,145,630,3495,782,379,2905,328,388,288,505,878
"1570","Rural",6,"Owned",4,3,"Earth","Brick","Metal","Yes","Wood","No","No","No","No","No","No","Yes","No","No",4938,407,211,1527,263,247,294,15,105,43,92,187
"1571","Rural",2,"Owned",3,2,"Earth","Brick","Concrete","Yes","Wood","No","No","No","No","No","No","No","Yes","No",1840,19,140,2325,97,124,169,22,15,25,62,262
"1572","Rural",8,"Free",1,1,"Earth","Wood","Wood","No","Coal","No","Yes","No","No","No","No","No","Yes","No",7558,217,479,854,498,189,763,379,312,220,435,160
"1573","Rural",2,"Owned",2,1,"Earth","Brick","Wood","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2200,31,315,2670,669,410,1067,670,212,80,133,523
"1574","Rural",8,"Owned",2,0,"Cement","Concrete","Metal","Yes","Electricity","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3750,140,905,2050,722,96,539,418,224,280,379,779
